,url,class,domain_name,domain,suffix,create_date,updated_date,expiration_date,state,country,status,emails,whois_server,registrar,host_ip
6003201,https://drive.google.com/file/d/1Ek__rSuML6v9EyfKBUz-0rl81Omz1BN-/view?usp=sharing?88674169071155/,malicious,google.com,google,com,"[datetime.datetime(1997, 9, 15, 4, 0), datetime.datetime(1997, 9, 15, 0, 0)]","[datetime.datetime(2018, 2, 21, 18, 36, 40), datetime.datetime(2018, 2, 21, 10, 45, 7)]","[datetime.datetime(2020, 9, 14, 4, 0), datetime.datetime(2020, 9, 13, 21, 0)]",CA,US,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']","['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",whois.markmonitor.com,"MarkMonitor, Inc.",216.58.196.142
5566888,http://realsoulmates.com/checkout/check/dhl/auth/dhl.php?rand=13In,malicious,realsoulmates.com,realsoulmates,com,2002-04-12 14:22:18,2019-03-14 03:59:46,2020-04-12 14:22:18,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited']","['domainabuse@tucows.com', 'domreg@micn.net']",whois.tucows.com,"TUCOWS, INC.",209.159.151.147
5932552,https://jonslo.com/vendors/fonts/fayrefield/index2.php,malicious,jonslo.com,jonslo,com,2017-04-03 13:18:01,"[datetime.datetime(2018, 4, 7, 4, 19, 12), datetime.datetime(2018, 4, 6, 6, 34, 21)]",2020-04-03 13:18:01,,UG,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited - http://www.icann.org/epp#clientTransferProhibited']","['abuse@internet.bs', 'e104cc1f44e0808d34b5f062985008b0.gdrp@customers.whoisprivacycorp.com']",whois.internet.bs,Internet Domain Service BS Corp.,192.185.106.105
6101844,https://rrryetherwallet.com/,malicious,rrryetherwallet.com,rrryetherwallet,com,"[datetime.datetime(2019, 6, 30, 22, 46, 36), datetime.datetime(2019, 7, 1, 1, 46, 39)]","[datetime.datetime(2019, 6, 30, 22, 50, 2), datetime.datetime(2019, 7, 1, 0, 0)]","[datetime.datetime(2020, 6, 30, 22, 46, 36), datetime.datetime(2020, 7, 1, 0, 0)]",,RU,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited']","['abuse@reg.ru', 'RRRYETHERWALLET.COM@regprivate.ru']",whois.reg.com,Registrar of domain names REG.RU LLC,104.27.183.192
6096600,http://coinbase.getforge.io/eth,malicious,getforge.io,getforge,io,2013-06-10 17:36:42,"[datetime.datetime(2019, 6, 18, 16, 57, 24), datetime.datetime(2019, 7, 5, 22, 34, 1)]",2020-06-10 17:36:42,,,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'autoRenewPeriod https://icann.org/epp#autoRenewPeriod']",,,101Domain GRS Ltd,missing
5787735,http://www.peugeot.com.br/valida/aniversario-visa.html,malicious,peugeot.com.br,peugeot,com.br,,,,,,published,,,,217.70.183.238
6113883,http://myeterewallet.com,malicious,myeterewallet.com,myeterewallet,com,"[datetime.datetime(2019, 4, 15, 21, 18, 38), datetime.datetime(2019, 4, 16, 0, 18, 41)]","[datetime.datetime(2019, 4, 15, 23, 34, 49), datetime.datetime(2019, 4, 16, 0, 0)]","[datetime.datetime(2020, 4, 15, 21, 18, 38), datetime.datetime(2020, 4, 16, 0, 0)]",,RU,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited']","['abuse@reg.ru', 'MYETEREWALLET.COM@regprivate.ru']",whois.reg.com,Registrar of domain names REG.RU LLC,194.58.112.174
5577670,http://www.buurvrouwsex.nl/x/lander11_tp_mainstream?,malicious,buurvrouwsex.nl,buurvrouwsex,nl,,,,,abuse@registrar.eu,active,,,,93.180.67.104
6020443,http://haganibioteknologi.com/image/ch/share/verificationAttempt.php,malicious,haganibioteknologi.com,haganibioteknologi,com,2015-09-11 02:34:04,2018-09-13 03:34:49,"[datetime.datetime(2019, 9, 11, 2, 34, 4), datetime.datetime(2019, 9, 11, 1, 34, 4)]",Data Protected not disclosed,ID,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited']","['abuse@rumahweb.co.id', 'dataprotected@undisclosed.id']",whois.rumahweb.com,CV. Rumahweb Indonesia,103.3.59.110
6110141,"https://services.runescape.com-ao.cz/m=weblogin/loginform613,629,183,51316745,2222",malicious,com-ao.cz,com-ao,cz,,,,,,,,,,93.158.239.29
5441760,https://s.yam.com/GwTmj,malicious,yam.com,yam,com,1996-02-14 05:00:00,2018-09-03 07:56:12,2019-11-02 17:30:37,,,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@web.com,whois.networksolutions.com,"Network Solutions, LLC",13.75.119.113
6031450,https://sehhaegypt.info/products/2_hairbeard24?cid=3cmyaQL3rpXkzZSApXjEEx,malicious,sehhaegypt.info,sehhaegypt,info,2019-03-11 13:16:18,"[datetime.datetime(2019, 5, 10, 20, 33, 50), datetime.datetime(2019, 3, 11, 13, 16, 19)]",2020-03-11 13:16:18,N/A,EG,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@godaddy.com,whois.godaddy.com,"GoDaddy.com, LLC",167.86.104.55
5504556,http://www.canadawarm.com/docusign/BLD/Ldoc/Ldoc/L%20Doc/1/docusingn/index.php,malicious,canadawarm.com,canadawarm,com,2011-01-22 20:56:46,"[datetime.datetime(2019, 1, 22, 20, 56, 48), datetime.datetime(2019, 1, 22, 20, 56, 49)]",2020-01-22 20:56:46,MANITOBA,CA,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['support@bluehost.com', 'MPWELECHEN@HOTMAIL.COM', 'SUPPORT-DOMAIN@BLUEHOST.COM']",whois.bluehost.com,FastDomain Inc.,45.60.98.51
6102550,http://www.vostoklog.com/modules/mod_login/www.bankofamerica.com/investing.html,malicious,vostoklog.com,vostoklog,com,2014-06-29 10:21:03,2019-06-25 07:05:17,2021-06-29 10:21:03,,HU,"['ok https://icann.org/epp#ok', 'ok http://www.icann.org/epp#ok']","['abuse@dotroll.com', 'domreg@dotroll.com']",whois.dotroll.com,DotRoll Kft.,79.172.211.225
6084999,https://www.vakantieverhuur.be/assets/js/js/images/chase/update.profile.php?cmd=login_submit&id=912c198eb3fa23da76dc3f621ac2f9f2912c198eb3fa23da76dc3f621ac2f9f2&session=912c198eb3fa23da76dc3f621ac2f9f2912c198eb3fa23da76dc3f621ac2f9f2,malicious,vakantieverhuur.be,vakantieverhuur,be,,,,,,,,,,185.56.146.73
6038535,https://slempresas.com.br/,malicious,slempresas.com.br,slempresas,com.br,,,,,,published,,,,104.28.28.6
4992917,http://canadiancmc.com/april/loading.html,malicious,canadiancmc.com,canadiancmc,com,2013-08-20 15:58:40,"[datetime.datetime(2018, 8, 19, 9, 12, 56), datetime.datetime(2018, 8, 19, 9, 12, 54)]",2023-08-20 15:58:40,AbuDhabi,AE,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@godaddy.com,whois.godaddy.com,"GoDaddy.com, LLC",160.153.162.17
5975837,http://mardetymardinsyah.com/.well-known/pki-validation/login.alibaba.com/alibaba.com/Login.htm,malicious,mardetymardinsyah.com,mardetymardinsyah,com,2011-01-15 03:04:13,"[datetime.datetime(2019, 1, 17, 4, 59, 51), datetime.datetime(2019, 1, 17, 4, 59, 48)]","[datetime.datetime(2020, 1, 15, 3, 4, 13), datetime.datetime(2020, 1, 15, 0, 0)]",Jakarta,ID,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited (http://icann.org/epp#clientTransferProhibited)']","['abuse@resellercamp.com', 'defriansyah@yahoo.com']",whois.resellercamp.com,CV. Jogjacamp,114.57.247.169
5518551,https://e5.onthehub.com/WebStore/ProductsByMajorVersionList.aspx?ws=7fd1bbe5-39f6-e711-80fc-000d3af41938&vsro=8,malicious,onthehub.com,onthehub,com,2004-12-08 19:01:01,2017-08-25 14:00:47,2022-12-08 19:01:01,,,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,abuse@web.com,whois.networksolutions.com,"Network Solutions, LLC",192.124.249.6
6110785,"https://secure.runescape.com-ws1.icu/m=weblogin/loginform.ws747,869,954,67177773,1",malicious,com-ws1.icu,com-ws1,icu,2019-07-07 11:03:39,"[datetime.datetime(2019, 7, 7, 11, 3, 47), datetime.datetime(2019, 7, 7, 13, 6, 21)]",2020-07-07 23:59:59,Zuid-Holland,NL,"['serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited']",abuse@registrar.eu,whois.registrar.eu,Hosting Concepts B.V. d/b/a Openprovider,185.178.208.142
6073861,http://www.diamondlifeturkey.com/aa/sharepoint-Perfect/eausers/index1.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,malicious,diamondlifeturkey.com,diamondlifeturkey,com,2018-10-23 10:51:50,2018-10-29 16:13:34,2019-10-23 10:51:50,TX,US,ok https://icann.org/epp#ok,"['diamondlifeturkey.com@softlayerdomainsprivacy.com', 'abuse@softlayer.com', 'info@webarisi.com']",whois.softlayer.com,"Everyones Internet, LLC dba SoftLayer",91.227.6.17
5482449,http://www.sonjafranzmann.com/information/docu/a/,malicious,sonjafranzmann.com,sonjafranzmann,com,2012-09-11 02:30:43,2018-07-14 15:48:24,2019-09-11 02:30:43,MASSACHUSETTS,US,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['support@bluehost.com', 'WHOIS@BLUEHOST.COM']",whois.bluehost.com,FastDomain Inc.,162.241.24.95
6088081,https://y9o5m.codesandbox.io/,malicious,codesandbox.io,codesandbox,io,2016-11-23 16:45:43,"[datetime.datetime(2018, 11, 8, 13, 23, 58), datetime.datetime(2018, 11, 8, 13, 23, 58, 620000)]",2019-11-23 16:45:43,,,ok https://icann.org/epp#ok,,,NAMECHEAP INC,104.25.225.15
6123459,https://pakbooster.com/wp-includes/js/mediaelement/renderers/Cookies/final.htm,malicious,pakbooster.com,pakbooster,com,2019-05-10 11:06:57,"[datetime.datetime(2019, 7, 19, 6, 43, 5), datetime.datetime(2019, 6, 22, 11, 48, 4)]",2020-05-10 11:06:57,Dera Ghazi Khan,PK,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@godaddy.com,whois.godaddy.com,"GoDaddy.com, LLC",104.219.232.58
3848261,http://australiacitycollege.edu.au/us/nort1110010101778ujei882jfe21bc8irczxvxcxcnbfe22sdfasdfa9881991/,malicious,australiacitycollege.edu.au,australiacitycollege,edu.au,,,,,,"['serverRenewProhibited https://afilias.com.au/get-au/whois-status-codes#serverRenewProhibited', 'serverTransferProhibited https://afilias.com.au/get-au/whois-status-codes#serverTransferProhibited']",,,EDUCATION SERVICES AUSTRALIA LIMITED,101.0.115.60
6091743,https://www.meragem.com/meragem/wp-admin/user/percel/login.php,malicious,meragem.com,meragem,com,2016-02-02 08:11:09,2019-02-02 08:11:12,2020-02-02 08:11:09,,PK,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['support@bluehost.com', 'ARIF@RANATEX.COM', 'SUPPORT-DOMAIN@BLUEHOST.COM']",whois.bluehost.com,FastDomain Inc.,173.254.38.249
5974251,http://unitus.mk.ua/sites/default/files/ctools/ams/cms/index/www/customer_center/customer-IDPP00C535/login.php,malicious,unitus.mk.ua,unitus,mk.ua,,,,,,ok,,,ua.kshost,217.77.208.228
6060933,https://gestmsmions.firebaseapp.com/rll,malicious,firebaseapp.com,firebaseapp,com,,,,,,,,,,151.101.1.195
6018587,http://3z888.com/kjjl/1991.htm,malicious,3z888.com,3z888,com,"[datetime.datetime(2015, 5, 8, 11, 20, 22), datetime.datetime(2015, 5, 8, 11, 20)]",2018-07-15 08:16:07,2020-05-08 11:20:22,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited']",ABUSE@ENOM.COM,WHOIS.ENOM.COM,"ENOM, INC.",45.34.73.45
6018639,http://stchgt.com/58cxzgfxz7070cpkkm7070cpsbszd/364.html,malicious,stchgt.com,stchgt,com,2017-06-18 18:30:02,"[datetime.datetime(2019, 6, 12, 8, 12, 9), datetime.datetime(2019, 6, 12, 16, 12, 9)]","[datetime.datetime(2020, 6, 18, 18, 30, 2), datetime.datetime(2020, 6, 19, 9, 53, 15)]",tianjin,CN,ok https://icann.org/epp#ok,"['domain@cndns.com', 'm13110653985@163.com']",grs-whois.cndns.com,"SHANGHAI MEICHENG TECHNOLOGY INFORMATION DEVELOPMENT CO., LTD.",154.83.109.50
6118112,https://www.durableworks.ae/biz/,malicious,durableworks.ae,durableworks,ae,,,,,,ok,,,,178.63.127.137
5996015,http://185.251.38.208/,malicious,,185.251.38.208,,,,,,,,,,,0.0.0.0
6083189,https://account-contact-orange.web.app/,malicious,web.app,web,app,2019-01-08 22:05:04,2019-01-31 16:23:35,2020-01-08 22:05:04,CA,US,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited']",abusecomplaints@markmonitor.com,whois.nic.google,MarkMonitor Inc.,151.101.1.195
5956326,http://zarinakhan.net/wp-includes/pomo/bawa/indextree.php?cmd=login_submit&amp;id=9f128db45af39b0b11ae7c6a36f0e2739f128db45af39b0b11ae7c6a36f0e273&amp;session=9f128db45af39b0b11ae7c6a36f0e2739f128db45af39b0b11ae7c6a36f0e273,malicious,zarinakhan.net,zarinakhan,net,2011-12-08 15:02:25,2018-11-09 09:04:02,"[datetime.datetime(2019, 12, 8, 15, 2, 25), datetime.datetime(2019, 12, 8, 15, 2)]",REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited https://www.icann.org/epp#clientTransferProhibited']",ABUSE@ENOM.COM,WHOIS.ENOM.COM,"ENOM, INC.",208.75.151.110
5987071,https://marketarmag.xyz/recovery/rackspace/,malicious,marketarmag.xyz,marketarmag,xyz,2019-03-11 17:33:53,2019-05-11 02:25:26,2020-03-11 23:59:59,Sind(en),PK,"['ok https://icann.org/epp#ok', 'OK https://icann.org/epp#OK']","['abuse@publicdomainregistry.com', 'tahairkhan21@hotmail.com']",whois.PublicDomainRegistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,104.27.155.58
6038201,http://westcountrygenealogy.com/E5347A3679CC9C93A4E6F5A87E827B25,malicious,westcountrygenealogy.com,westcountrygenealogy,com,2001-03-07 01:30:25,"[datetime.datetime(2017, 3, 6, 21, 25, 38), datetime.datetime(2017, 3, 6, 21, 25, 39)]",2020-03-07 01:30:25,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,ok https://icann.org/epp#ok,"['support@netvalue.nz', 'domainabuse@tucows.com']",whois.tucows.com,"TUCOWS, INC.",91.103.216.36
6021552,http://gatewaymarinesevices.com/wp-admin/images/1.php?cmd=login_submit&amp;id=8a7812b16ff73f7de34f535dd8bd25468a7812b16ff73f7de34f535dd8bd2546&amp;session=8a7812b16ff73f7de34f535dd8bd25468a7812b16ff73f7de34f535dd8bd2546,malicious,gatewaymarinesevices.com,gatewaymarinesevices,com,2017-10-30 08:32:17,"[datetime.datetime(2019, 3, 16, 15, 26, 38), datetime.datetime(2018, 9, 5, 7, 10, 26)]",2019-10-30 08:32:17,Maharashtra,IN,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientRenewProhibited https://icann.org/epp#clientRenewProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited http://www.icann.org/epp#clientUpdateProhibited', 'clientRenewProhibited http://www.icann.org/epp#clientRenewProhibited', 'clientDeleteProhibited http://www.icann.org/epp#clientDeleteProhibited']",abuse@wildwestdomains.com,whois.wildwestdomains.com,"Wild West Domains, LLC",43.239.110.222
6104325,https://yahoo-yha.weebly.com/login.html,malicious,weebly.com,weebly,com,2006-03-29 00:25:07,"[datetime.datetime(2016, 10, 21, 17, 16, 37), datetime.datetime(2016, 10, 21, 18, 24, 3)]",2021-03-28 23:25:07,CA,US,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited']","['abuse@safenames.net', 'info@weebly.com', 'hostmaster@safenames.net']",whois.safenames.net,Safenames Ltd,74.115.50.109
3999279,http://slupt.upt.ro/images/stories/POJEJENA/update/mail.htm?cmd=LOB=RBGLogon,malicious,upt.ro,upt,ro,,,,,,OK,,,ICI - Registrar,193.226.10.130
5686064,http://rudraksha-rsudraksh-rudrakshabead-rudrakshabeads.com/images/jp/postmaster/?email=abuse@lassohbtjja.com,malicious,rudraksha-rsudraksh-rudrakshabead-rudrakshabeads.com,rudraksha-rsudraksh-rudrakshabead-rudrakshabeads,com,2013-05-03 04:20:43,"[datetime.datetime(2019, 4, 24, 9, 13, 9), datetime.datetime(2019, 4, 24, 9, 13, 10)]",2020-05-03 04:20:43,Andhra Pradesh,IN,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['abuse-contact@publicdomainregistry.com', 'rudraksha8475@gmail.com']",whois.publicdomainregistry.com,PDR Ltd. d/b/a PublicDomainRegistry.com,69.73.181.211
6023338,https://eve-apple.com/iphone/apple-id.html,malicious,eve-apple.com,eve-apple,com,2017-04-06 06:08:08,2018-11-08 01:12:01,2020-04-06 06:08:08,Osaka,JP,"['clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientTransferProhibited - https://www.icann.org/epp#clientTransferProhibited']","['registrar-abuse@netowl.jp', 'info@xserver.co.jp']",whois.star-domain.jp,"Netowl, Inc.",150.95.52.112
6097182,http://jazirehyadak.datco.ir/www.dhl.com/my.dhl-com/,malicious,datco.ir,datco,ir,,,,,,,a.aslani@datco.org,,,185.55.225.37
6049659,http://kenchickenmalang.com/Account/PayPal/Info/myaccount/websc_login/?,malicious,kenchickenmalang.com,kenchickenmalang,com,2018-11-30 09:34:35,"[datetime.datetime(2018, 11, 30, 9, 34, 35), datetime.datetime(2019, 1, 30, 2, 26, 5)]",2019-11-30 09:34:35,Jawa Timur,ID,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"['gotechmalang@gmail.com', 'abuse@resellerid.com']",whois.resellerid.com,PT Ardh Global Indonesia,180.235.148.70
